spanish,english
". (DE) Distinguida señora Comisaria, distinguida señora Presidenta, estimados colegas, celebro sobremanera la posición común del Consejo sobre la armonización de la formación de los consejeros de seguridad para el transporte de mercancías peligrosas por carretera, por ferrocarril o por vías navegables.","Commissioner, Madam President, ladies and gentlemen, I can be quite frank in saying that I welcome the Council's common position on harmonising the training of safety advisers for the transport of dangerous goods by road, rail or inland waterway."
"En primer lugar: hemos tenido que actuar en el terreno formal para satisfacer las exigencias de la Directiva 96/35/CE que obliga a los Estados miembros a la implantación de encargados de la prevención de riesgos inherentes a las mercancías peligrosas o consejeros de seguridad, así como a la organización, escolarización y examen de estas personas, sin especificar esto de manera explícita.","Firstly, we needed to take action on a formal level in order to meet the requirements of Directive 96/35/EC, which obliges the Member States to appoint safety advisers and to organise the training, instruction and examination of these people but does not explain this explicitly."
"En segundo lugar: con esta directiva pretendemos: a) aumentar la seguridad tanto en el transporte como en el transbordo de mercancías peligrosas; b)reducir las distorsiones de la competencia que se siguen de la existencia de muy diferentes estructuras nacionales de formación y de costes, así como c) establecer la igualdad de oportunidades de los consejeros de seguridad en el mercado de trabajo europeo.","Secondly, by adopting this directive we achieve a) an increase in safety when dangerous goods are both transported and transhipped; b) a reduction in distortions of competition resulting from wide variations in national training structures and training costs and c) equal opportunities for safety advisers on the European labour market."
"En tercer lugar, con la directiva, tal como se presenta ahora como posición común y, en especial, puesto que se limita exclusivamente a normas mínimas, garantizamos un alto grado de flexibilidad y una reducida reglamentación por parte de la Unión Europea, contribuyendo así a incrementar en alto grado la autorresponsabilidad de los Estados miembros.","Thirdly, this directive, as it currently stands in the common position, guarantees - in particular because it confines itself exclusively to minimum standards - a high degree of flexibility and modest regulation by the European Union; by adopting it we contribute to the Member States' bearing a high level of individual responsibility."
"Hay que celebrar extraordinariamente todo esto en el sentido de la subsidiariedad.","All of this is in accordance with the principle of subsidiarity and is therefore to be greatly welcomed."
"Considero que se han tenido satisfactoriamente en cuenta nuestras enmiendas de la primera lectura.","Our amendments from the first reading have, I believe, been taken into account very satisfactorily."
"Han sido aceptadas, se han puesto en práctica adecuadamente o no se han asumido porque no se aceptaron las correspondientes regulaciones europeas, por ejemplo, un sistema de sanciones para los casos de transgresión o una complicada constitución de bloques de cuestiones.","They have either been accepted or transposed with no change in the substance, or they have been rejected because the corresponding European arrangements have not been included, for example a system of penalties for violations of the rules or a complex classification structure for related groups of questions."
"Pido la conformidad de ustedes para una enmienda de la Comisión de Política Regional y Turismo, que ha sido aprobada por unanimidad y que se refiere a la realización temporal de la directiva.","The one unanimously adopted amendment of the Committee on Regional Policy and Transport, which concerns the timetable for implementing the directive, is something which I would urge you to support."
"En la medida que no imponemos a los Estados miembros ninguna fecha para la puesta en práctica de la directiva, sino que les concedemos un período de tres meses a partir de la entrada en vigor de la directiva, introducimos una cláusula de flexibilidad que garantiza una puesta en práctica sin demora.","By not setting a specific date for the Member States to implement the directive and instead giving them a period of three months after its entry into force, we are introducing a flexibility clause which ensures that the directive will be implemented without delay."
"Pido la conformidad de ustedes.","I would urge you to endorse this."
"Señora Presidenta, no podemos ni debemos acostumbrarnos a escuchar cada vez con más frecuencia noticias de accidentes en carretera o en el ferrocarril o en las vías navegables en los que se producen grandes daños, no sólo, pero sí también, porque los afectados no toman suficientemente en serio el tránsito de mercancías peligrosas o porque con mucha frecuencia, debido a la ignorancia o a la deficiente preparación de los conductores o de otros responsables de los diversos medios de transporte, de un pequeño accidente se ha seguido una gran catástrofe.","Madam President, we cannot and must not accept the fact that we hear ever more frequently of accidents causing major damage on our roads, but also on our railways and waterways, not solely but at least partly because those involved do not take the transport of dangerous goods seriously enough or because - as a result of ignorance or a lack of training on the part of the drivers or others responsible for the various vehicles - a minor accident has all too often become a major disaster."
